name,link,gender,age,nationality,born,place_of_birth,year,died,category,country
Otto Hahn,https://en.wikipedia.org/wiki/Otto_Hahn,,,,8 March 1879,, 1944,28 July 1968, Chemistry,
Ernst Boris Chain*,https://en.wikipedia.org/wiki/Ernst_Boris_Chain,,,,19 June 1906,, 1945,12 August 1979, Physiology or Medicine,
Herman Hesse*,https://en.wikipedia.org/wiki/Herman_Hesse,,,,2 July 1877,, 1946,9 August 1962, Literature,
Kurt Alder,https://en.wikipedia.org/wiki/Kurt_Alder,,,,10 July 1902,, 1950,20 June 1958, Chemistry,
Otto Diels,https://en.wikipedia.org/wiki/Otto_Diels,,,,23 January 1876,, 1950,7 March 1954, Chemistry,
Albert Schweitzer*,https://en.wikipedia.org/wiki/Albert_Schweitzer,,,,14 January 1875,, 1952,4 September 1965, Peace,
Hans Adolf Krebs*,https://en.wikipedia.org/wiki/Hans_Adolf_Krebs,,,,25 August 1900,, 1953,22 November 1981, Physiology or Medicine,
Fritz Albert Lipmann*,https://en.wikipedia.org/wiki/Fritz_Albert_Lipmann,,,,,, 1953,, Physiology or Medicine,
Hermann Staudinger,https://en.wikipedia.org/wiki/Hermann_Staudinger,,,,23 March 1881,, 1953,8 September 1965, Chemistry,
Walther Bothe,https://en.wikipedia.org/wiki/Walther_Bothe,,,,8 January 1891,, 1954,8 February 1957, Physics,
Max Born*,https://en.wikipedia.org/wiki/Max_Born,,,,11 December 1882,, 1954,5 January 1970, Physics,
Polykarp Kusch*,https://en.wikipedia.org/wiki/Polykarp_Kusch,,,,"January 26, 1911",, 1955,"March 20, 1993", Physics,
Werner Forssmann,https://en.wikipedia.org/wiki/Werner_Forssmann,,,,29 August 1904,, 1956,1 June 1979, Physiology or Medicine,
Rudolf Mössbauer,https://en.wikipedia.org/wiki/Rudolf_M%C3%B6ssbauer,,,,,, 1961,, Physics,
J. Hans D. Jensen,https://en.wikipedia.org/wiki/J._Hans_D._Jensen,,,,25 June 1907,, 1963,11 February 1973, Physics,
Maria Goeppert-Mayer*,https://en.wikipedia.org/wiki/Maria_Goeppert-Mayer,,,,"June 28, 1906",, 1963,"February 20, 1972", Physics,
Karl Ziegler,https://en.wikipedia.org/wiki/Karl_Ziegler,,,,"November 26, 1898",, 1963,"August 12, 1973", Chemistry,
Konrad Bloch*,https://en.wikipedia.org/wiki/Konrad_Emil_Bloch,,,,,, 1964,, Physiology or Medicine,
Feodor Felix Konrad Lynen,https://en.wikipedia.org/wiki/Feodor_Felix_Konrad_Lynen,,,,6 April 1911,, 1964,6 August 1979, Physiology or Medicine,
Nelly Sachs*,https://en.wikipedia.org/wiki/Nelly_Sachs,,,,10 December 1891,, 1966,12 May 1970, Literature,
Hans Albrecht Bethe*,https://en.wikipedia.org/wiki/Hans_Albrecht_Bethe,,,,"July 2, 1906",, 1967,"March 6, 2005", Physics,
Arno Penzias*,https://en.wikipedia.org/wiki/Arno_Penzias,,,,"April 26, 1933",, 1978,, Physics,
Georg Wittig,https://en.wikipedia.org/wiki/Georg_Wittig,,,,"June 16, 1897",, 1979,"August 26, 1987", Chemistry,
Georges J.F. Köhler*,https://en.wikipedia.org/wiki/Georges_J.F._K%C3%B6hler,,,,,, 1984,, Physiology or Medicine,
Klaus von Klitzing,https://en.wikipedia.org/wiki/Klaus_von_Klitzing,,,,28 June 1943,, 1985,, Physics,
Gerd Binnig,https://en.wikipedia.org/wiki/Gerd_Binnig,,,,20 July 1947,, 1986,, Physics,
Ernst Ruska,https://en.wikipedia.org/wiki/Ernst_Ruska,,,,25 December 1906,, 1986,27 May 1988, Physics,
John Polanyi*,https://en.wikipedia.org/wiki/John_Polanyi,,,,23 January 1929,, 1986,, Chemistry,
J. Georg Bednorz,https://en.wikipedia.org/wiki/J._Georg_Bednorz,,,,16 May 1950,, 1987,, Physics,
Jack Steinberger*,https://en.wikipedia.org/wiki/Jack_Steinberger,,,,"May 25, 1921",, 1988,, Physics,
Hartmut Michel,https://en.wikipedia.org/wiki/Hartmut_Michel,,,,18 July 1948,, 1988,, Chemistry,
Robert Huber,https://en.wikipedia.org/wiki/Robert_Huber,,,,"February 20, 1937",, 1988,, Chemistry,
Johann Deisenhofer,https://en.wikipedia.org/wiki/Johann_Deisenhofer,,,,"September 30, 1943",, 1988,, Chemistry,
Wolfgang Paul,https://en.wikipedia.org/wiki/Wolfgang_Paul,,,,10 August 1913,, 1989,7 December 1993, Physics,
Hans G. Dehmelt*,https://en.wikipedia.org/wiki/Hans_G._Dehmelt,,,,9 September 1922,, 1989,, Physics,
Erwin Neher,https://en.wikipedia.org/wiki/Erwin_Neher,,,,20 March 1944,, 1991,, Physiology or Medicine,
Bert Sakmann,https://en.wikipedia.org/wiki/Bert_Sakmann,,,,12 June 1942,, 1991,, Physiology or Medicine,
Reinhard Selten,https://en.wikipedia.org/wiki/Reinhard_Selten,,,,5 October 1930,, 1994,23 August 2016, Economics,
Christiane Nüsslein-Volhard,https://en.wikipedia.org/wiki/Christiane_N%C3%BCsslein-Volhard,,,,20 October 1942,, 1995,, Physiology or Medicine,
Paul J. Crutzen,https://en.wikipedia.org/wiki/Paul_J._Crutzen,,,,3 December 1933,, 1995,, Chemistry,
Horst L. Störmer,https://en.wikipedia.org/wiki/Horst_Ludwig_St%C3%B6rmer,,,,"April 6, 1949",, 1998,, Physics,
Günter Grass,https://en.wikipedia.org/wiki/G%C3%BCnter_Grass,,,,16 October 1927,, 1999,13 April 2015, Literature,
Günter Blobel*,https://en.wikipedia.org/wiki/G%C3%BCnter_Blobel,,,,21 May 1936,, 1999,, Physiology or Medicine,
Herbert Kroemer,https://en.wikipedia.org/wiki/Herbert_Kroemer,,,,,, 2000,, Physics,
Wolfgang Ketterle,https://en.wikipedia.org/wiki/Wolfgang_Ketterle,,,,,, 2001,, Physics,
Theodor W. Hänsch,https://en.wikipedia.org/wiki/Theodor_W._H%C3%A4nsch,,,,,, 2005,, Physics,
Peter Grünberg,https://en.wikipedia.org/wiki/Peter_Gr%C3%BCnberg,,,,18 May 1939,, 2007,, Physics,
Gerhard Ertl,https://en.wikipedia.org/wiki/Gerhard_Ertl,,,,10 October 1936,, 2007,, Chemistry,
Harald zur Hausen,https://en.wikipedia.org/wiki/Harald_zur_Hausen,,,,11 March 1936,, 2008,, Physiology or Medicine,
Herta Müller,https://en.wikipedia.org/wiki/Herta_M%C3%BCller,,,,17 August 1953,, 2009,, Literature,
Thomas C. Südhof,https://en.wikipedia.org/wiki/Thomas_C._S%C3%BCdhof,,,,"December 22, 1955",, 2013,, Physiology or Medicine,
Stefan Hell,https://en.wikipedia.org/wiki/Stefan_Hell,,,,23 December 1962,, 2014,, Chemistry,
Sully Prudhomme,https://en.wikipedia.org/wiki/Sully_Prudhomme,,,,16 March 1839,, 1901,6 September 1907, Literature,
Frédéric Passy,https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Passy,,,,"May 20, 1822",, 1901,"June 12, 1912", Peace,
Henry Dunant,https://en.wikipedia.org/wiki/Henry_Dunant,,,,8 May 1828,, 1901 (Dunant was Swiss),30 October 1910, Peace,
Marie Curie,https://en.wikipedia.org/wiki/Marie_Curie,,,,7 November 1867,, 1903,4 July 1934, Physics,
Pierre Curie,https://en.wikipedia.org/wiki/Pierre_Curie,,,,15 May 1859,, 1903,19 April 1906, Physics,
Antoine Henri Becquerel,https://en.wikipedia.org/wiki/Henri_Becquerel,,,,15 December 1852,, 1903,25 August 1908, Physics,
Frédéric Mistral,https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Mistral,,,,8 September 1830,, 1904,25 March 1914, Literature,
Henri Moissan,https://en.wikipedia.org/wiki/Henri_Moissan,,,,,, 1906,, Chemistry,
Louis Renault,https://en.wikipedia.org/wiki/Louis_Renault_(jurist),,,,,, 1907,, Peace,
Charles Louis Alphonse Laveran,https://en.wikipedia.org/wiki/Charles_Louis_Alphonse_Laveran,,,,18 June 1845,, 1907,18 May 1922, Physiology or Medicine,
Gabriel Lippmann,https://en.wikipedia.org/wiki/Gabriel_Lippmann,,,,16 August 1845,, 1908,13 July 1921, Physics,
Paul-Henri-Benjamin d'Estournelles de Constant,https://en.wikipedia.org/wiki/Paul-Henri-Benjamin_d%27Estournelles_de_Constant,,,,,, 1909,, Peace,
Marie Curie,https://en.wikipedia.org/wiki/Marie_Curie,,,,7 November 1867,, 1911,4 July 1934, Chemistry,
Victor Grignard,https://en.wikipedia.org/wiki/Victor_Grignard,,,,6 May 1871,, 1912,13 December 1935, Chemistry,
Paul Sabatier,https://en.wikipedia.org/wiki/Paul_Sabatier_(chemist),,,,5 November 1854,, 1912,14 August 1941, Chemistry,
Alexis Carrel,https://en.wikipedia.org/wiki/Alexis_Carrel,,,,28 June 1873,, 1912,5 November 1944, Medicine,
Charles Richet,https://en.wikipedia.org/wiki/Charles_Richet,,,,25 August 1850,, 1913,4 December 1935, Physiology or Medicine,
Alfred Werner*,https://en.wikipedia.org/wiki/Alfred_Werner,,,,12 December 1866,, 1913,15 November 1919, Chemistry,
Romain Rolland,https://en.wikipedia.org/wiki/Romain_Rolland,,,,29 January 1866,, 1915,30 December 1944, Literature,
Léon Bourgeois,https://en.wikipedia.org/wiki/L%C3%A9on_Bourgeois,,,,21 May 1851,, 1920,29 September 1925, Peace,
Anatole France,https://en.wikipedia.org/wiki/Anatole_France,,,,16 April 1844,, 1921,12 October 1924, Literature,
Jean Baptiste Perrin,https://en.wikipedia.org/wiki/Jean_Baptiste_Perrin,,,,30 September 1870,, 1926,17 April 1942, Physics,
Aristide Briand,https://en.wikipedia.org/wiki/Aristide_Briand,,,,28 March 1862,, 1926,7 March 1932, Peace,
Ferdinand Buisson,https://en.wikipedia.org/wiki/Ferdinand_Buisson,,,,"December 20, 1841",, 1927,"February 16, 1932", Peace,
Henri Bergson,https://en.wikipedia.org/wiki/Henri_Bergson,,,,18 October 1859,, 1927,4 January 1941, Literature,
Charles Nicolle,https://en.wikipedia.org/wiki/Charles_Nicolle,,,,21 September 1866,, 1928,28 February 1936, Physiology or Medicine,
Louis de Broglie,https://en.wikipedia.org/wiki/Louis_de_Broglie,,,,15 August 1892,, 1929,19 March 1987, Physics,
Ivan Bunin,https://en.wikipedia.org/wiki/Ivan_Bunin,,,,22 October 1870,, 1933,8 November 1953, Literature,
Irène Joliot-Curie,https://en.wikipedia.org/wiki/Ir%C3%A8ne_Joliot-Curie,,,,12 September 1897,, 1935,17 March 1956, Chemistry,
Frédéric Joliot-Curie,https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Joliot-Curie,,,,19 March 1900,, 1935,14 August 1958, Chemistry,
Roger Martin du Gard,https://en.wikipedia.org/wiki/Roger_Martin_du_Gard,,,,,, 1937,, Literature,
André Gide,https://en.wikipedia.org/wiki/Andr%C3%A9_Gide,,,,22 November 1869,, 1947,19 February 1951, Literature,
Léon Jouhaux,https://en.wikipedia.org/wiki/L%C3%A9on_Jouhaux,,,,,, 1951,, Peace,
Albert Schweitzer,https://en.wikipedia.org/wiki/Albert_Schweitzer,,,,14 January 1875,, 1952,4 September 1965, Peace,
François Mauriac,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Mauriac,,,,11 October 1885,, 1952,1 September 1970, Literature,
André Frédéric Cournand,https://en.wikipedia.org/wiki/Andr%C3%A9_Fr%C3%A9d%C3%A9ric_Cournand,,,,"September 24, 1895",, 1956,"February 19, 1988", Physiology or Medicine,
Albert Camus,https://en.wikipedia.org/wiki/Albert_Camus,,,,7 November 1913,, 1957,4 January 1960, Literature,
Saint-John Perse,https://en.wikipedia.org/wiki/Saint-John_Perse,,,,,, 1960,, Literature,
Jean-Paul Sartre,https://en.wikipedia.org/wiki/Jean-Paul_Sartre,,,,21 June 1905,, 1964,15 April 1980, Literature,
André Lwoff,https://en.wikipedia.org/wiki/Andr%C3%A9_Michel_Lwoff,,,,8 May 1902,, 1965,30 September 1994, Physiology or Medicine,
Jacques Monod,https://en.wikipedia.org/wiki/Jacques_Monod,,,,9 February 1910,, 1965,31 May 1976, Physiology or Medicine,
François Jacob,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Jacob,,,,17 June 1920,, 1965,19 April 2013, Physiology or Medicine,
Alfred Kastler,https://en.wikipedia.org/wiki/Alfred_Kastler,,,,3 May 1902,, 1966,7 January 1984, Physics,
René Cassin,https://en.wikipedia.org/wiki/Ren%C3%A9_Cassin,,,,,, 1968,, Peace,
Luis Federico Leloir*,https://en.wikipedia.org/wiki/Luis_Federico_Leloir,,,,"September 6, 1906",, 1970,"December 2, 1987", Chemistry,
Louis Néel,https://en.wikipedia.org/wiki/Louis_N%C3%A9el,,,,22 November 1904,, 1970,17 November 2000, Physics,
Seán MacBride*,https://en.wikipedia.org/wiki/Se%C3%A1n_MacBride,,,,26 January 1904,, 1974,15 January 1988, Peace,
Roger Guillemin*,https://en.wikipedia.org/wiki/Roger_Guillemin,,,,,, 1977,, Physiology or Medicine,
Jean Dausset,https://en.wikipedia.org/wiki/Jean_Dausset,,,,,, 1980,, Physiology or Medicine,
Gérard Debreu,https://en.wikipedia.org/wiki/G%C3%A9rard_Debreu,,,,4 July 1921,, 1983,31 December 2004, Economics,
Claude Simon,https://en.wikipedia.org/wiki/Claude_Simon,,,,10 October 1913,, 1985,6 July 2005, Literature,
Jean-Marie Lehn,https://en.wikipedia.org/wiki/Jean-Marie_Lehn,,,,30 September 1939,, 1987,, Chemistry,
Maurice Allais,https://en.wikipedia.org/wiki/Maurice_Allais,,,,31 May 1911,, 1988,9 October 2010, Economics,
Pierre-Gilles de Gennes,https://en.wikipedia.org/wiki/Pierre-Gilles_de_Gennes,,,,"October 24, 1932",, 1991,"May 18, 2007", Physics,
Georges Charpak,https://en.wikipedia.org/wiki/Georges_Charpak,,,,8 March 1924,, 1992,29 September 2010, Physics,
Claude Cohen-Tannoudji,https://en.wikipedia.org/wiki/Claude_Cohen-Tannoudji,,,,,, 1997,, Physics,
Médecins Sans Frontières,https://en.wikipedia.org/wiki/M%C3%A9decins_Sans_Fronti%C3%A8res,,,,,, 1999,, Peace,
Gao Xingjian,https://en.wikipedia.org/wiki/Gao_Xingjian,,,,"January 4, 1940",, 2000,, Literature,
Yves Chauvin,https://en.wikipedia.org/wiki/Yves_Chauvin,,,,"October 10, 1930",, 2005,"January 27, 2015", Chemistry,
Albert Fert,https://en.wikipedia.org/wiki/Albert_Fert,,,,7 March 1938,, 2007,, Physics,
Françoise Barré-Sinoussi,https://en.wikipedia.org/wiki/Fran%C3%A7oise_Barr%C3%A9-Sinoussi,,,,30 July 1947,, 2008,, Physiology or Medicine,
Luc Montagnier,https://en.wikipedia.org/wiki/Luc_Montagnier,,,,18 August 1932,, 2008,, Physiology or Medicine,
J. M. G. Le Clézio,https://en.wikipedia.org/wiki/J._M._G._Le_Cl%C3%A9zio,,,,13 April 1940,, 2008,, Literature,
Jules A. Hoffmann,https://en.wikipedia.org/wiki/Jules_A._Hoffmann,,,,2 August 1941,, 2011,, Physiology or Medicine,
Serge Haroche,https://en.wikipedia.org/wiki/Serge_Haroche,,,,11 September 1944,, 2012,, Physics,
Patrick Modiano,https://en.wikipedia.org/wiki/Patrick_Modiano,,,,30 July 1945,, 2014,, Literature,
Jean Tirole,https://en.wikipedia.org/wiki/Jean_Tirole,,,,9 August 1953,, 2014,, Economics,
Jean-Pierre Sauvage,https://en.wikipedia.org/wiki/Jean-Pierre_Sauvage,,,,21 October 1944,, 2016,, Chemistry,
Frans Eemil Sillanpää,https://en.wikipedia.org/wiki/Frans_Eemil_Sillanp%C3%A4%C3%A4,,,,16 September 1888,, 1939,3 June 1964, Literature,
Artturi Ilmari Virtanen,https://en.wikipedia.org/wiki/Artturi_Ilmari_Virtanen,,,,15 January 1895,, 1945,11 November 1973, Chemistry,
Ragnar Granit,https://en.wikipedia.org/wiki/Ragnar_Granit,,,,"October 30, 1900",, 1967,"March 12, 1991", Physiology or Medicine,
Martti Ahtisaari,https://en.wikipedia.org/wiki/Martti_Ahtisaari,,,,23 June 1937,, 2008,, Peace,
Bengt R. Holmström,https://en.wikipedia.org/wiki/Bengt_R._Holmstr%C3%B6m,,,,,, 2016,, Economics,
Niels Ryberg Finsen*,https://en.wikipedia.org/wiki/Niels_Ryberg_Finsen,,,,"December 15, 1860",, 1903,"September 24, 1904", Physiology or Medicine,
Anwar Sadat,https://en.wikipedia.org/wiki/Anwar_Sadat,,,,25 December 1918,, 1978,6 October 1981, Peace,
Naguib Mahfouz,https://en.wikipedia.org/wiki/Naguib_Mahfouz,,,,"December 11, 1911",, 1988,"August 30, 2006", Literature,
Ahmed Zewail,https://en.wikipedia.org/wiki/Ahmed_Zewail,,,,"February 26, 1946",, 1999,"August 2, 2016", Chemistry,
Mohamed ElBaradei,https://en.wikipedia.org/wiki/Mohamed_ElBaradei,,,,17 June 1942,, 2005,, Peace,
José Ramos-Horta,https://en.wikipedia.org/wiki/Jos%C3%A9_Ramos-Horta,,,,26 December 1949,, 1996,, Peace,
Carlos Filipe Ximenes Belo,https://en.wikipedia.org/wiki/Carlos_Filipe_Ximenes_Belo,,,,3 February 1948,, 1996,, Peace,
Niels Ryberg Finsen,https://en.wikipedia.org/wiki/Niels_Ryberg_Finsen,,,,"December 15, 1860",, 1903,"September 24, 1904", Physiology or Medicine,
Fredrik Bajer,https://en.wikipedia.org/wiki/Fredrik_Bajer,,,,21 April 1837,, 1908,22 January 1922, Peace,
Henrik Pontoppidan,https://en.wikipedia.org/wiki/Henrik_Pontoppidan,,,,24 July 1857,, 1917,21 August 1943, Literature,
Karl Adolph Gjellerup,https://en.wikipedia.org/wiki/Karl_Adolph_Gjellerup,,,,2 June 1857,, 1917,13 October 1919, Literature,
August Krogh,https://en.wikipedia.org/wiki/August_Krogh,,,,"November 15, 1874",, 1920,"September 13, 1949", Physiology or Medicine,
Niels Bohr,https://en.wikipedia.org/wiki/Niels_Bohr,,,,7 October 1885,, 1922,18 November 1962, Physics,
Johannes Fibiger,https://en.wikipedia.org/wiki/Johannes_Fibiger,,,,23 April 1867,, 1926,30 January 1928, Physiology or Medicine,
Henrik Dam,https://en.wikipedia.org/wiki/Henrik_Dam,,,,,, 1943,, Physiology or Medicine,
Johannes V. Jensen,https://en.wikipedia.org/wiki/Johannes_V._Jensen,,,,20 January 1873,, 1944,25 November 1950, Literature,
Ben Roy Mottelson,https://en.wikipedia.org/wiki/Ben_Roy_Mottelson,,,,"July 9, 1926",, 1975,, Physics,
Aage Bohr,https://en.wikipedia.org/wiki/Aage_Bohr,,,,19 June 1922,, 1975,9 September 2009, Physics,
Niels Kaj Jerne,https://en.wikipedia.org/wiki/Niels_Kaj_Jerne,,,,"December 23, 1911",, 1984,"October 7, 1994", Physiology or Medicine,
Jens Christian Skou,https://en.wikipedia.org/wiki/Jens_Christian_Skou,,,,,, 1997,, Chemistry,
Bertha von Suttner*,https://en.wikipedia.org/wiki/Bertha_von_Suttner,,,,9 June 1843,, 1905,21 June 1914, Peace,
Gerty Cori*,https://en.wikipedia.org/wiki/Gerty_Cori,,,,"August 15, 1896",, 1947,"October 26, 1957", Physiology or Medicine,
Carl Ferdinand Cori*,https://en.wikipedia.org/wiki/Carl_Ferdinand_Cori,,,,"December 5, 1896",, 1947,"October 20, 1984", Physiology or Medicine,
Jaroslav Heyrovský,https://en.wikipedia.org/wiki/Jaroslav_Heyrovsk%C3%BD,,,,"December 20, 1890",, 1959,"March 27, 1967", Chemistry,
Jaroslav Seifert,https://en.wikipedia.org/wiki/Jaroslav_Seifert,,,,23 September 1901,, 1984,10 January 1986, Literature,
Christopher A. Pissarides,https://en.wikipedia.org/wiki/Christopher_A._Pissarides,,,,20 February 1948,, 2010,, Economics,
Leopold Ružička*,https://en.wikipedia.org/wiki/Leopold_Ru%C5%BEi%C4%8Dka,,,,13 September 1887,, 1939,26 September 1976, Chemistry,
Óscar Arias Sánchez,https://en.wikipedia.org/wiki/%C3%93scar_Arias,,,,13 September 1940,, 1987,, Peace,
Gabriel García Márquez,https://en.wikipedia.org/wiki/Gabriel_Garc%C3%ADa_M%C3%A1rquez,,,,6 March 1927,, 1982,17 April 2014, Literature,
Juan Manuel Santos,https://en.wikipedia.org/wiki/Juan_Manuel_Santos,,,,10 August 1951,, 2016,, Peace,
Walter Houser Brattain*,https://en.wikipedia.org/wiki/Walter_Houser_Brattain,,,,"February 10, 1902",, 1956,"October 13, 1987", Physics,
Tsung-Dao Lee*,https://en.wikipedia.org/wiki/Tsung-Dao_Lee,,,,,, 1957,, Physics,
Chen-Ning Yang*,https://en.wikipedia.org/wiki/Chen-Ning_Yang,,,,,, 1957,, Physics,
14th Dalai Lama*,https://en.wikipedia.org/wiki/14th_Dalai_Lama,,,,6 July 1935,, 1989,, Peace,
Edmond H. Fischer*,https://en.wikipedia.org/wiki/Edmond_H._Fischer,,,,"April 6, 1920",, 1992,, Physiology or Medicine,
Daniel C. Tsui*,https://en.wikipedia.org/wiki/Daniel_C._Tsui,,,,,, 1998,, Physics,
Gao Xingjian*,https://en.wikipedia.org/wiki/Gao_Xingjian,,,,"January 4, 1940",, 2000,, Literature,
Charles K. Kao*,https://en.wikipedia.org/wiki/Charles_K._Kao,,,,4 November 1933,, 2009,, Physics,
Ei-ichi Negishi*,https://en.wikipedia.org/wiki/Ei-ichi_Negishi,,,,"July 14, 1935",, 2010,, Chemistry,
Liu Xiaobo,https://en.wikipedia.org/wiki/Liu_Xiaobo,,,,"December 28, 1955",, 2010,, Peace,
Mo Yan,https://en.wikipedia.org/wiki/Mo_Yan,,,,17 February 1955,, 2012,, Literature,
Tu Youyou,https://en.wikipedia.org/wiki/Tu_Youyou,,,,30 December 1930,, 2015,, Physiology or Medicine,
Gabriela Mistral,https://en.wikipedia.org/wiki/Gabriela_Mistral,,,,"April 7, 1889",, 1945,"January 10, 1957", Literature,
Pablo Neruda,https://en.wikipedia.org/wiki/Pablo_Neruda,,,,"July 12, 1904",, 1971,23 September 1973, Literature,
Ernest Rutherford*,https://en.wikipedia.org/wiki/Ernest_Rutherford,,,,30 August 1871,, 1908,19 October 1937, Chemistry,
John James Rickard Macleod,https://en.wikipedia.org/wiki/John_Macleod_(physiologist),,,,6 September 1876,, 1923,16 March 1935, Physiology or Medicine,
Frederick G. Banting,https://en.wikipedia.org/wiki/Frederick_Banting,,,,"November 14, 1891",, 1923,"February 21, 1941", Physiology or Medicine,
William Giauque*,https://en.wikipedia.org/wiki/William_Giauque,,,,"May 12, 1895",, 1949,"March 28, 1982", Chemistry,
Lester B. Pearson,https://en.wikipedia.org/wiki/Lester_B._Pearson,,,,23 April 1897,, 1957,27 December 1972, Peace,
Charles B. Huggins*,https://en.wikipedia.org/wiki/Charles_Brenton_Huggins,,,,"September 22, 1901",, 1966,"January 12, 1997", Physiology or Medicine,
Gerhard Herzberg,https://en.wikipedia.org/wiki/Gerhard_Herzberg,,,,"December 25, 1904",, 1971,"March 3, 1999", Chemistry,
Zhores Alferov*,https://en.wikipedia.org/wiki/Zhores_Alferov,,,,"March 15, 1930",, 2000,, Physics,
Svetlana Alexievich,https://en.wikipedia.org/wiki/Svetlana_Alexievich,,,,31 May 1948,, 2015,, Literature,
Muhammad Yunus,https://en.wikipedia.org/wiki/Muhammad_Yunus,,,,,, 2006,, Peace,
Lev Landau,https://en.wikipedia.org/wiki/Lev_Landau,,,,22 January 1908,, 1962,1 April 1968, Physics,
Bertha von Suttner,https://en.wikipedia.org/wiki/Bertha_von_Suttner,,,,9 June 1843,, 1905,21 June 1914, Peace,
Alfred Hermann Fried,https://en.wikipedia.org/wiki/Alfred_Hermann_Fried,,,,,, 1911,, Peace,
Róbert Bárány,https://en.wikipedia.org/wiki/R%C3%B3bert_B%C3%A1r%C3%A1ny,,,,22 April 1876,, 1914,8 April 1936, Physiology or Medicine,
Friderik Pregl,https://en.wikipedia.org/wiki/Fritz_Pregl,,,,,, 1923,, Chemistry,
Richard Adolf Zsigmondy,https://en.wikipedia.org/wiki/Richard_Adolf_Zsigmondy,,,,1 April 1865,, 1925,23 September 1929, Chemistry,
